"AwardGettingInfoID","Date","BookID","AwardID"
15313,2018-07-23,10299,42093
15314,2009-01-22,18318,36950
15315,2005-05-17,40200,47399
15316,1986-12-15,38234,34861
15317,2002-09-17,51836,12776
15318,2011-06-06,31782,24920
15319,1986-04-15,60,43629
15320,2018-01-15,16799,48955
15321,2013-03-17,28590,28427
15322,2000-01-24,41334,4206
15323,2015-08-05,18973,29643
15324,1989-04-11,7313,50786
15325,2018-11-06,16694,39922
15326,1989-12-30,30433,39912
15327,1990-10-29,5041,25640
15328,2005-05-27,34831,43455
15329,2003-05-09,43369,41277
15330,2014-06-10,10759,47948
15331,2016-09-10,42763,18791
15332,2011-05-18,30482,2454
15333,2006-09-05,27750,10185
15334,2004-08-18,7934,6374
15335,1994-07-22,36015,43862
15336,1995-11-02,31259,23295
15337,1995-07-16,40355,6819
15338,2001-11-23,2191,34179
15339,2013-07-09,42446,40128
15340,2015-05-09,15058,36434
15341,2002-02-07,23584,37028
15342,2007-12-17,17806,27285
15343,1980-12-29,34212,26929
15344,2002-06-01,51181,47055
15345,2019-05-06,22996,18841
15346,2017-08-13,22462,29229
15347,2014-03-17,19366,26355
15348,1998-06-27,30262,43187
15349,2013-01-20,49584,3870
15350,2014-05-30,9487,24941
15351,1997-03-01,21202,18247
15352,2014-04-22,50404,31394
15353,1986-09-04,24763,23791
15354,2008-10-13,24579,34885
15355,2019-04-27,21584,50792
15356,2009-06-11,25266,11549
15357,1980-01-16,17398,50055
15358,2010-01-29,26456,1043
15359,2003-03-15,9814,37148
15360,2005-04-30,49234,14831
15361,1998-08-17,4533,35373
15362,1982-12-18,11582,25083
15363,2018-08-04,5694,50749
15364,2003-09-15,2449,50157
15365,2010-02-28,40583,163
15366,1995-08-04,46226,47107
15367,1986-06-16,27906,16574
15368,2019-01-17,30324,50921
15369,2010-05-17,26901,14620
15370,1980-06-01,51331,178
15371,2013-12-01,12690,22785
15372,1992-03-23,51678,39549
15373,1996-01-26,26821,22949
15374,2000-03-11,1825,25593
15375,1981-09-15,13898,236
15376,1982-08-19,36077,33685
15377,1994-11-14,31362,9387
15378,1995-12-05,21211,39770
15379,2016-05-07,9817,40377
15380,2009-12-03,46582,33571
15381,1986-08-22,35993,42288
15382,2005-10-16,38668,8574
15383,1984-03-17,11007,38085
15384,2017-05-17,21069,29372
15385,1991-04-18,5272,5163
15386,2015-04-05,49299,36694
15387,2014-04-10,21865,19711
15388,2001-04-23,14003,44073
15389,1980-05-29,35775,46583
15390,1998-08-17,22104,50593
15391,1982-06-28,35392,27947
15392,2008-04-20,38305,10247
15393,1980-02-05,6394,38173
15394,2015-01-12,48554,21121
15395,1990-02-02,28935,28226
15396,2011-05-26,34572,21459
15397,1980-08-27,41002,28383
15398,2012-08-05,48809,10071
15399,2001-09-08,11086,9707
15400,2014-07-31,22867,15204
15401,1991-11-28,34307,18361
15402,2005-12-11,51141,11005
15403,2008-06-19,32310,4714
15404,1984-10-09,18705,46282
15405,2009-10-09,51657,9816
15406,1997-03-13,40013,21229
15407,2007-12-22,15250,36750
15408,1989-04-08,4604,42776
15409,2010-03-09,44868,51705
15410,2005-09-28,27456,6210
15411,2001-12-18,5072,5331
15412,2010-10-02,42222,33817
15413,1993-02-07,25892,36570
15414,2010-05-12,5207,45271
15415,1989-10-07,32394,197
15416,1985-04-21,16526,46667
15417,1990-09-16,35362,46927
15418,2018-11-08,22537,29669
15419,2013-06-05,31787,21736
15420,2019-12-05,22007,13220
15421,1990-10-21,20789,9050
15422,2008-09-24,51177,16024
15423,2002-09-23,40257,40606
15424,2001-09-11,24721,37798
15425,2018-11-11,25037,26375
15426,2014-09-26,3984,42573
15427,2013-08-13,38135,9504
15428,1985-10-21,13773,20379
15429,1996-02-04,12094,35493
15430,1991-07-24,12377,25058
15431,2003-03-30,46790,16969
15432,1998-07-13,36252,36237
15433,2012-09-04,42444,26964
15434,1984-04-15,32874,2432
15435,2018-10-13,51470,118
15436,1998-10-26,21242,50427
15437,2007-12-07,11140,20917
15438,2012-03-27,37289,39898
15439,2012-10-11,44437,12544
15440,2019-01-07,10321,111
15441,1995-10-17,5199,4656
15442,1995-06-15,29033,4597
15443,2018-09-03,8518,17142
15444,1997-12-29,35986,27023
15445,1994-03-14,11001,30771
15446,1999-07-11,19579,21162
15447,1989-03-13,38586,35987
15448,1996-02-05,24091,45278
15449,1987-06-04,24617,4036
15450,1987-06-12,8828,44461
15451,2006-09-20,34686,27398
15452,2013-04-12,38970,9321
15453,1997-06-04,2555,42823
15454,1998-12-25,4749,36453
15455,1999-12-22,40814,13344
15456,2001-10-22,32531,27595
15457,2014-05-03,35537,18483
15458,2000-05-05,15120,35355
15459,2018-01-09,42189,14483
15460,1986-10-02,21296,31384
15461,1994-01-26,51756,45314
15462,2006-06-06,47575,37391
15463,2007-01-24,29069,41892
15464,2003-03-27,31391,17204
15465,2019-11-13,1050,36334
15466,2012-02-16,50497,31619
15467,1980-04-09,27589,44470
15468,2006-04-28,6644,23626
15469,1996-01-05,15357,19339
15470,2013-06-20,44733,36085
15471,2013-09-28,4967,13700
15472,2008-07-20,9204,25063
15473,1998-08-25,42295,14714
15474,2013-05-11,14495,30341
15475,2004-10-04,16269,23496
15476,2000-01-31,31248,20558
15477,1994-08-23,49170,48575
15478,2019-12-28,25851,34879
15479,1982-08-17,41641,46435
15480,1981-11-19,48402,43059
15481,2007-06-03,52241,46380
15482,1994-06-08,36169,37735
15483,2005-08-21,37587,43813
15484,1986-08-16,25484,26417
15485,2019-02-07,1685,11774
15486,1986-03-12,40855,18966
15487,2009-07-16,31089,5508
15488,2017-04-26,28937,35192
15489,2006-06-03,10096,11998
15490,2019-10-05,46351,30080
15491,1985-12-15,17840,17760
15492,2015-06-25,16374,46182
15493,1994-09-06,12549,34296
15494,1985-01-16,40518,40628
15495,2007-12-15,13527,40476
15496,1986-02-15,44378,49483
15497,2001-09-15,5333,17360
15498,2018-08-18,45865,51440
15499,1997-10-30,48959,24196
15500,1997-11-04,44211,44270
15501,2014-12-21,34585,18227
15502,1996-08-31,23944,9586
15503,1993-08-22,47955,16944
15504,2010-09-21,34914,7846
15505,2016-03-05,36392,42759
15506,1998-08-09,3507,13590
15507,1987-04-26,19282,49901
15508,1987-02-07,48368,33272
15509,1999-12-30,17254,4436
15510,2001-05-04,22243,51977
15511,1981-02-04,2009,15843
15512,2000-12-01,39689,41842
15513,2009-03-28,34774,15510
15514,1991-09-12,39830,17958
15515,1996-08-30,39734,355
15516,2015-07-02,42957,19911
15517,1993-07-30,31013,34993
15518,1996-02-05,9062,46431
15519,2010-07-29,40731,24548
15520,1980-11-23,37067,24760
15521,1995-06-03,7765,4553
15522,2015-11-05,26995,21783
15523,2012-07-21,42531,43681
15524,2002-04-19,41838,36964
15525,2013-02-14,9922,14605
15526,2010-09-04,724,50771
15527,2009-07-12,40036,31435
15528,2000-01-14,9051,6284
15529,2006-02-06,30063,7634
15530,1986-09-09,6419,21171
15531,2012-07-31,6064,18387
15532,1981-02-07,7402,3922
15533,1982-01-06,47277,2281
15534,1986-08-25,36113,48577
15535,2012-04-23,3010,24894
15536,1988-04-27,36209,14415
15537,2013-11-24,46804,48396
15538,2018-04-15,38543,4716
15539,2018-12-16,18732,14272
15540,1985-08-13,7390,50525
15541,1981-10-28,31630,23208
15542,2015-02-12,36580,43201
15543,1982-12-11,40443,13175
15544,2018-11-09,52184,11970
15545,1990-04-30,14413,7635
15546,1985-10-09,35050,16234
15547,1998-11-16,9954,46442
15548,1987-09-24,43273,14542
15549,1995-03-08,21153,45336
15550,1991-04-30,20793,13102
15551,1993-12-25,42628,25894
15552,2009-04-17,2905,44256
15553,2013-09-25,45690,25885
15554,1994-09-04,47247,44308
15555,1989-12-26,19509,587
15556,1999-06-14,29314,7802
15557,1988-05-01,9158,20088
15558,2019-03-18,48538,30476
15559,2001-06-21,23631,30686
15560,1993-08-17,11879,45011
15561,2002-04-04,44425,21869
15562,1994-08-14,10699,22425
15563,1985-09-05,39672,45526
15564,2002-08-30,33008,2450
15565,1992-07-09,12669,37779
15566,2010-02-27,27989,47493
15567,1999-10-04,46246,50454
15568,2019-08-03,7977,31715
15569,2005-11-13,48466,26086
15570,2019-07-14,35954,47035
15571,1999-12-09,19729,43975
15572,1998-01-06,16318,12965
15573,2006-06-29,32461,34818
15574,1997-06-19,28942,24690
15575,2006-04-21,50365,24030
15576,1983-01-11,515,40372
15577,2016-04-02,29169,4773
15578,1985-11-14,33681,15949
15579,2014-05-24,39638,39648
15580,2000-06-21,13167,47437
15581,1988-08-26,36733,37814
15582,2003-10-05,38456,49912
15583,2013-06-15,45516,48438
15584,2014-01-13,19015,1281
15585,2012-10-03,22585,49738
15586,1982-06-15,29830,42026
15587,2015-04-25,37829,5143
15588,1989-11-14,20395,35416
15589,1982-03-11,47134,18592
15590,2013-08-16,42859,46325
15591,1998-05-23,23068,43912
15592,1991-01-10,41457,3322
15593,2017-09-06,18186,31698
15594,1984-12-23,24973,945
15595,1982-12-30,21470,46881
15596,1997-06-30,31490,14498
15597,2009-06-08,14988,23254
15598,2000-11-18,25046,22655
15599,1993-06-14,3159,27803
15600,1995-03-20,1207,30427
15601,2004-01-17,37135,9650
15602,2000-06-28,39324,52311
15603,2002-02-20,3533,18867
15604,2016-01-10,29503,27465
15605,1980-12-28,24437,36401
15606,1999-03-31,1548,15895
15607,2010-01-31,4477,32893
15608,2010-01-21,25354,8606
15609,2005-06-29,30606,45637
15610,1984-04-14,19046,48709
15611,2015-02-10,45638,33900
15612,1990-07-21,27031,44638
15613,1992-07-11,31857,52219
15614,2018-11-22,8123,16506
15615,1981-10-20,12228,24239
15616,1997-07-21,26156,17216
15617,1998-05-12,4438,15272
15618,1988-09-25,26668,47243
15619,1983-04-06,46458,27422
15620,2003-12-03,22629,2315
15621,2011-11-16,46184,44187
15622,1994-10-06,34472,45873
15623,1983-03-03,36786,42985
15624,1999-07-15,50787,11075
15625,2014-07-05,33935,38468
15626,1988-03-13,47380,15278
15627,2015-07-09,18280,30608
15628,2013-02-19,26950,11995
15629,1991-09-11,13693,46722
15630,2005-11-02,29112,24667
15631,2013-04-06,38087,2950
15632,1993-05-26,26450,7767
15633,2018-10-31,40979,16230
15634,1984-12-19,42507,3392
15635,2015-06-08,20519,36575
15636,2016-10-27,42499,33763
15637,2014-10-10,20386,45901
15638,1987-01-10,47774,24142
15639,2006-02-14,43579,1142
15640,2006-01-17,37643,32496
15641,2015-06-20,33344,46374
15642,2001-08-09,48340,7262
15643,1999-11-02,678,1955
15644,2017-03-29,47646,14860
15645,2005-05-16,47159,16136
15646,1983-07-07,13930,43169
15647,1991-03-08,38129,47418
15648,2000-09-03,6095,31082
15649,2007-11-22,18695,40979
15650,2004-09-29,30371,16649
15651,1983-06-11,21219,48364
15652,2004-12-25,17740,31611
15653,2013-09-21,15487,45230
15654,1990-06-06,51908,47785
15655,2013-09-04,18053,34563
15656,2019-12-23,47324,37787
15657,1996-12-25,5765,48448
15658,2019-03-04,49166,43784
15659,2017-07-10,43468,13946
15660,2017-01-10,21851,24935
15661,1983-01-13,41013,47958
15662,2014-01-09,44385,1174
15663,2013-09-26,42746,22432
15664,2006-05-30,12889,11873
15665,2010-10-24,12664,43174
15666,2006-11-27,17766,50891
15667,2011-03-23,36551,47560
15668,2016-10-29,23954,47821
15669,2018-01-29,40445,45438
15670,1996-12-05,8188,5692
15671,1992-07-04,32890,29656
15672,2005-07-02,14816,46849
15673,2002-05-23,7828,26389
15674,1986-04-15,28541,38504
15675,2001-10-31,5457,4097
15676,1983-05-13,1769,47499
15677,1984-08-03,51820,12359
15678,1985-12-17,12269,37386
15679,1992-03-28,18734,40679
15680,2016-04-12,1442,32225
15681,1985-03-22,13402,38212
15682,2011-07-21,9035,15267
15683,1999-04-14,33640,10640
15684,2005-01-12,33318,5961
15685,1989-03-27,39046,31024
15686,1987-12-20,41161,25617
15687,2000-09-07,44962,30385
15688,2012-12-03,37798,30270
15689,2006-11-24,6783,52120
15690,1987-04-07,16217,16856
15691,2015-08-16,9117,22980
15692,2010-02-19,34217,5913
15693,1994-05-30,42734,13005
15694,2001-11-14,2014,9193
15695,2007-07-13,34494,48314
15696,1988-03-25,43164,7591
15697,2001-08-20,27696,21439
15698,1990-05-01,6784,3210
15699,1995-05-13,16169,35138
15700,2009-05-21,50739,48221
15701,2004-08-09,24363,51767
15702,2018-07-04,47185,47637
15703,2018-05-06,7510,35648
15704,1991-07-07,11292,34118
15705,1996-12-31,40927,49312
15706,1995-03-28,27017,15289
15707,2011-05-14,21123,30147
15708,1999-12-06,5525,11669
15709,1995-09-04,3435,30481
15710,2002-06-29,39427,28898
15711,2013-05-16,44104,36134
15712,2008-12-24,51151,7
15713,2016-05-10,3543,4227
15714,2007-12-11,49551,45453
15715,1995-09-01,26532,22701
15716,1997-09-22,5104,34027
15717,2014-09-06,19627,2044
15718,1995-03-02,18266,38958
15719,1984-05-18,32137,16899
15720,2010-09-30,48889,39365
15721,2019-02-02,41963,1008
15722,1986-08-08,22058,32342
15723,1988-01-21,19717,20543
15724,1996-01-06,40493,1365
15725,1992-01-18,19241,20483
15726,1986-11-08,36923,33741
15727,2018-04-02,17064,31830
15728,1995-05-10,25304,5846
15729,2000-06-24,41562,29645
15730,1985-03-15,27075,48867
15731,1995-02-05,17641,47770
15732,2017-09-25,49287,17590
15733,1998-12-08,35407,40411
15734,2003-05-15,28228,17359
15735,1981-10-04,18519,48223
15736,1992-08-05,29390,3428
15737,1992-09-14,45261,1746
15738,1985-06-05,19762,8204
15739,2017-01-29,46472,37807
15740,1985-10-22,51322,26956
15741,1985-07-14,7689,22866
15742,2017-09-17,7415,41259
15743,2012-09-19,25812,1392
15744,2012-10-17,51110,46873
15745,1986-11-14,44357,44307
15746,1981-05-15,39043,31114
15747,2013-08-25,30555,18715
15748,1991-03-18,16944,21019
15749,2008-08-24,43697,8963
15750,1998-07-16,45717,50354
15751,1993-03-18,8448,45534
15752,1984-04-12,13322,13739
15753,2018-02-04,45256,30785
15754,2014-11-23,28641,17182
15755,1991-09-27,27131,16907
15756,2005-07-11,48730,11086
15757,1983-09-26,8666,23702
15758,1998-12-06,374,7307
15759,1993-02-07,7118,4016
15760,1992-07-05,30157,13188
15761,1987-03-23,27570,4843
15762,2012-02-13,34340,48987
15763,1983-02-26,33788,44413
15764,1995-11-20,24689,38589
15765,1988-06-09,28752,21613
15766,1982-07-11,24157,34382
15767,2010-02-10,8400,38451
15768,1982-04-21,33075,12857
15769,2003-07-24,10842,40248
15770,1984-08-31,6769,13359
15771,1984-11-18,11630,47848
15772,1994-07-04,29659,37514
15773,1985-03-28,24094,7629
15774,2016-04-06,30654,22463
15775,1987-11-08,35084,39282
15776,1992-03-20,49131,12315
15777,2017-03-04,35662,10093
15778,1994-09-29,1520,52368
15779,1986-05-12,49729,19288
15780,2002-01-20,41697,13035
15781,1980-04-29,11332,52385
15782,1982-01-24,3756,13407
15783,1992-01-31,50092,22312
15784,2012-09-11,3555,42735
15785,1987-04-28,33847,48810
15786,2018-06-23,42342,38973
15787,2000-12-08,16311,39243
15788,2007-06-12,50531,49135
15789,1983-08-08,33134,23924
15790,2008-07-05,3996,10940
15791,1990-05-20,26034,22404
15792,2013-09-14,14970,25374
15793,1987-09-06,8829,49777
15794,2012-10-12,24883,42068
15795,1988-07-29,48886,43392
15796,1991-04-26,44614,6825
15797,2004-09-17,38315,35997
15798,2001-01-24,24543,21318
15799,2010-02-03,8300,28777
15800,2008-02-07,43859,49871
15801,1985-04-15,44489,23024
15802,1989-10-21,32184,13638
15803,2017-02-11,3846,35847
15804,1996-05-19,31347,33930
15805,2014-04-08,24186,45739
15806,1993-02-08,20296,964
15807,1991-05-02,43780,24566
15808,1994-09-30,9741,18018
15809,2018-01-13,52307,18720
15810,1989-08-04,920,24417
15811,2004-11-10,2903,52076
15812,1995-04-03,40497,15802
15813,2003-05-29,17492,17724
15814,2006-06-29,9104,49611
15815,1991-10-01,49016,9275
15816,2019-02-16,25947,42984
15817,1997-01-17,17608,18392
15818,2008-02-02,38381,10080
15819,1981-10-11,49253,48809
15820,1987-11-25,35487,19663
15821,1999-03-21,46898,42727
15822,1996-08-30,45547,13620
15823,1998-04-06,1947,17022
15824,1989-12-07,10358,32919
15825,1991-09-17,8775,52035
15826,2018-09-17,35764,37955
15827,2009-09-20,48308,12105
15828,2006-02-27,45381,1030
15829,2013-12-08,7641,16211
15830,2010-12-10,17332,26621
15831,2013-03-28,35833,709
15832,2006-04-12,11588,594
15833,2005-09-11,46890,35164
15834,2010-02-19,30191,36684
15835,1995-03-20,12863,4457
15836,2018-02-06,38895,36094
15837,1994-04-19,14104,9762
15838,1993-10-09,20627,45986
15839,2015-01-01,48675,19875
15840,2006-01-02,32597,1844
15841,1981-10-08,44921,2597
15842,1990-03-01,4711,50001
15843,1980-09-19,9280,39083
15844,2013-06-14,40876,24561
15845,1981-03-25,21515,30488
15846,2001-05-11,9089,41246
15847,1982-02-20,36210,32098
15848,2014-05-08,13270,11920
15849,2008-04-07,9980,27359
15850,2013-12-09,28751,46902
15851,2005-10-25,786,12929
15852,1997-02-27,40868,46293
15853,1980-11-05,6856,46834
15854,2003-06-29,35801,16718
15855,1996-08-18,49752,25494
15856,2007-01-28,5209,21319
15857,2010-11-16,8719,38162
15858,2004-02-28,12216,40517
15859,2013-11-14,45257,16988
15860,2004-03-20,40749,7151
15861,2019-12-07,43611,50252
15862,1983-07-08,49382,19623
15863,1999-05-16,893,28497
15864,1987-07-28,47855,21333
15865,1980-02-02,3382,4413
15866,1988-11-14,41999,36587
15867,1994-10-22,40115,1801
15868,1988-06-20,42502,50853
15869,2016-02-22,48092,35
15870,2001-10-13,13993,28667
15871,2000-04-09,51513,2289
15872,1996-12-19,47854,25960
15873,2017-02-14,36595,40052
15874,1994-03-26,34019,29706
15875,2003-03-17,9321,35133
15876,2006-08-03,24197,20878
15877,1997-07-30,7553,14846
15878,1993-11-25,15913,17560
15879,1984-09-30,15832,46022
15880,1999-01-16,6491,32600
15881,1981-04-05,35609,28550
15882,2015-01-06,50572,2072
15883,2011-06-02,16932,19531
15884,1992-07-09,50357,37668
15885,1986-02-04,26997,13989
15886,1985-12-07,12417,1922
15887,1992-02-19,34386,32975
15888,2010-08-20,4369,12258
15889,1986-11-20,25019,42370
15890,2014-10-22,30505,19906
15891,2007-02-04,8312,535
15892,1993-08-19,35932,6326
15893,2012-10-24,25098,8616
15894,1999-04-26,38267,21726
15895,2010-12-06,37586,40661
15896,2002-01-05,43539,28717
15897,1986-06-09,13465,34238
15898,2017-03-25,23294,14493
15899,1990-10-21,18188,9754
15900,2016-07-10,30415,46144
15901,2011-05-11,46026,47445
15902,2017-06-05,42271,49280
15903,1983-03-25,26924,14753
15904,2012-04-20,11807,9540
15905,1985-05-19,38674,10916
15906,1992-05-26,8688,30354
15907,2016-05-10,22202,31181
15908,1996-12-29,31358,19066
15909,1983-05-01,30181,31765
15910,2000-02-29,21911,12408
15911,2009-01-16,9297,39449
15912,2008-10-10,27175,9799
15913,1988-10-05,52268,11014
15914,2000-07-23,39406,4799
15915,2009-08-20,50390,39965
15916,2007-03-31,49786,31171
15917,2019-09-13,38900,20664
15918,2017-05-10,16230,23950
15919,1989-03-31,30548,16555
15920,1994-07-03,28542,28218
15921,2013-05-09,7818,13036
15922,1983-08-19,52380,27181
15923,1998-04-12,48669,5940
15924,2001-08-02,21121,50778
15925,2018-01-04,19172,17668
15926,2020-01-01,4383,12539
15927,2010-07-20,3278,4415
15928,1988-09-23,19469,27374
15929,1993-05-04,40334,32913
15930,1981-09-04,39067,45695
15931,2014-11-16,16173,35533
15932,2014-02-25,29421,23926
15933,2001-10-07,497,11606
15934,1992-07-19,29859,49091
15935,2009-08-21,25375,9128
15936,1980-05-01,46045,51010
15937,2009-12-20,27176,18636
15938,2003-01-17,40738,34078
15939,2001-10-12,47238,31518
15940,1999-10-24,704,20279
15941,2012-12-17,18910,5504
15942,2004-06-06,3549,48603
15943,2014-08-28,4635,9939
15944,2002-01-12,34387,45416
15945,1985-10-08,5868,22141
15946,2003-08-27,14503,36243
15947,1991-12-17,24975,10509
15948,1992-01-01,14355,9811
15949,1991-04-20,46604,46207
15950,2009-07-16,33330,42785
15951,2008-05-29,25657,16764
15952,1981-09-09,35258,11352
15953,2019-04-10,21826,1381
15954,2010-10-01,14631,43660
15955,1988-03-30,23401,43918
15956,2009-06-21,8739,12191
15957,1987-06-07,33172,1719
15958,2015-03-21,16923,14678
15959,2005-11-13,14017,26478
15960,2004-02-04,42506,49097
15961,1986-05-26,44323,18686
15962,2016-07-29,17474,18534
15963,1985-07-31,39608,38548
15964,2004-02-10,49430,4551
15965,1981-08-30,4696,31205
15966,2002-10-11,20505,14357
15967,1988-04-08,45735,21268
15968,2012-09-30,47679,20979
15969,1995-01-03,34902,40973
15970,1999-08-06,50394,25863
15971,2012-02-25,24546,50412
15972,1997-04-24,458,22062
15973,1990-04-05,45564,37719
15974,1988-05-29,26294,396
15975,1993-08-02,5149,14679
15976,1997-05-16,6723,17264
15977,2016-02-24,29254,49697
15978,1999-02-02,29548,29259
15979,2005-09-18,46645,8561
15980,2020-01-01,8802,52043
15981,1990-12-22,43558,21132
15982,2004-10-10,51775,18339
15983,2009-06-27,3062,21442
15984,2002-11-12,18463,32632
15985,2006-12-26,51375,12262
15986,1990-04-26,28342,21259
15987,2001-04-02,30514,15827
15988,1989-01-12,14523,40877
15989,1996-07-26,17957,45236
15990,2008-11-07,20014,43590
15991,1995-02-02,45684,27950
15992,1981-11-27,24935,21149
15993,2004-07-04,10568,9621
15994,2016-06-11,43008,3891
15995,2006-09-23,7267,1857
15996,2002-08-02,32693,33369
15997,1987-04-18,41332,26707
15998,1995-04-20,8520,21472
15999,1986-04-13,6900,51322
16000,1987-11-22,36458,21122
16001,1995-09-10,10207,18925
16002,2012-11-20,41142,34395
16003,1988-07-26,5533,51408
16004,2019-04-25,5417,40648
16005,2002-07-04,43655,8487
16006,2017-04-27,19598,35187
16007,2016-11-21,28099,47986
16008,2006-06-06,41346,39928
16009,2012-08-11,43092,29369
16010,2010-12-13,5811,46257
16011,1999-08-17,1845,24531
16012,2004-03-24,25564,49179
16013,1984-11-25,38399,1828
16014,2010-09-02,44749,34525
16015,1982-02-25,38633,9371
16016,1984-09-17,23095,124
16017,1989-10-11,3268,16128
16018,1998-05-22,6914,10855
16019,1995-09-14,17330,28149
16020,1994-07-11,42084,46488
16021,2017-03-21,10379,10744
16022,1994-03-25,9048,39829
16023,2017-08-03,5723,35134
16024,1992-08-24,41399,39738
16025,2003-09-15,27568,25586
16026,2019-08-10,9882,49255
16027,1980-07-19,33312,47273
16028,1983-06-13,30817,47565
16029,2015-03-24,6499,33827
16030,1989-05-30,40471,9888
16031,1984-11-06,43360,14153
16032,1985-05-11,45600,40124
16033,2005-09-05,8525,29714
16034,2004-12-11,31465,32455
16035,1999-03-28,44377,9014
16036,2001-04-10,15138,29688
16037,2011-07-17,4040,10362
16038,2003-07-01,13579,21358
16039,2007-02-25,38509,37201
16040,1999-07-28,21027,14732
16041,2017-04-30,33719,31343
16042,2019-10-02,14302,31851
16043,1986-02-20,46843,17332
16044,1999-07-02,20758,317
16045,2001-04-08,15261,26474
16046,1992-12-05,40420,26315
16047,2010-03-05,4702,40772
16048,2005-11-25,18437,22053
16049,1981-11-30,28967,38754
16050,2000-11-15,5042,25348
16051,1992-03-25,10359,22453
16052,1986-10-01,41266,21512
16053,2017-04-04,23702,51465
16054,2001-01-27,32688,17493
16055,2019-08-04,2085,17296
16056,2014-04-05,1805,848
16057,1999-04-26,19016,36524
16058,2014-12-15,32233,2427
16059,2012-01-13,32443,16097
16060,2002-06-06,42611,42964
16061,1981-07-04,5368,41167
16062,1989-04-02,17496,8206
16063,1988-05-08,10929,5171
16064,1983-01-13,47321,38843
16065,2004-05-29,17848,37644
16066,1994-03-20,29678,17233
16067,1985-09-12,32506,51771
16068,2010-01-20,50674,12972
16069,2011-02-19,9160,14249
16070,1994-10-13,28827,26172
16071,2005-08-26,18343,7130
16072,1986-09-08,36560,45678
16073,2008-05-21,9088,5873
16074,2002-06-27,35490,42021
16075,1980-02-21,16206,46596
16076,1985-10-23,43963,45343
16077,2003-03-29,51355,10345
16078,2012-07-16,46206,15302
16079,1996-10-11,6249,30230
16080,1991-01-18,17494,36115
16081,1988-05-20,16367,11435
16082,1996-05-12,47990,36101
16083,2004-01-19,37320,23274
16084,1984-09-21,18192,22224
16085,2006-03-03,43683,37827
16086,1983-07-04,16720,14654
16087,1998-07-24,10803,34290
16088,1997-10-02,39818,19112
16089,1985-04-10,9057,4655
16090,2006-01-28,33940,35612
16091,2013-04-29,23567,4046
16092,2008-03-23,40489,7823
16093,2013-01-28,7207,7789
16094,1987-11-14,8007,9838
16095,1999-09-23,45194,18794
16096,2012-10-09,7631,47432
16097,1991-08-12,24859,46551
16098,2005-07-30,51478,12145
16099,1992-12-19,14251,29269
16100,2011-03-08,29127,40992
16101,2011-12-15,8580,28653
16102,2006-11-08,29290,19019
16103,1997-03-09,49362,41423
16104,2012-07-02,27899,14671
16105,2012-08-16,41074,918
16106,2016-11-16,44613,31756
16107,1997-11-21,36844,7519
16108,1991-03-11,16647,33791
16109,1981-02-08,29202,48266
16110,1992-10-14,11969,2266
16111,1990-07-10,26906,45259
16112,2003-01-13,23159,8761
16113,2017-02-01,37630,28271
16114,1981-08-19,48484,8080
16115,1993-06-06,8277,27901
16116,2008-03-17,16993,47454
16117,2019-08-01,9910,46288
16118,2014-11-12,12511,9842
16119,1991-10-29,45529,28742
16120,1982-03-15,50363,10703
16121,2005-09-12,29781,13581
16122,1999-06-24,37716,49058
16123,2010-01-26,12392,3475
16124,1983-01-01,21390,27307
16125,2013-04-06,2958,12065
16126,1991-02-23,37308,8932
16127,2004-11-10,43645,12569
16128,2009-04-16,40528,40751
16129,2017-07-02,31182,48581
16130,1988-07-05,14185,43366
16131,1987-05-03,42160,48980
16132,1995-10-15,36045,18076
16133,2013-06-01,49018,41253
16134,2010-01-28,12917,26883
16135,2019-11-09,32376,762
16136,2017-10-02,13689,28177
16137,1984-08-09,12317,51118
16138,1983-11-22,23836,44310
16139,2001-04-17,49794,39992
16140,1993-02-12,307,22043
16141,1983-05-16,23096,10506
16142,1984-09-15,1535,47682
16143,2009-08-16,14958,14452
16144,1982-02-18,20938,20062
16145,2019-05-03,45820,27970
16146,1985-08-09,17540,38000
16147,1989-03-22,45719,7515
16148,1983-02-18,32951,40378
16149,1993-09-10,24355,5979
16150,1983-10-11,46551,45179
16151,2007-03-15,16997,23785
16152,2018-01-16,15241,16809
16153,1987-10-16,42893,51160
16154,1981-03-06,23364,36393
16155,1980-01-12,16167,7597
16156,2008-10-09,42009,7760
16157,1998-08-24,17181,6367
16158,1988-03-06,24080,21787
16159,1998-01-16,32705,44739
16160,2011-05-26,43251,34073
16161,2002-08-12,14321,18629
16162,2009-04-02,45986,16203
16163,2017-12-26,24226,48118
16164,2002-11-26,48854,24797
16165,1997-06-26,50403,36449
16166,1986-12-13,6520,38961
16167,2003-06-07,44270,21586
16168,1980-10-22,7685,34441
16169,2001-08-16,44618,17603
16170,2013-06-03,20382,8449
16171,2015-01-04,5822,27169
16172,2008-10-25,34715,6114
16173,1996-01-15,40733,4930
16174,2018-07-22,26894,30049
16175,2004-06-24,14510,27032
16176,1981-12-05,50318,8989
16177,2010-04-29,10659,997
16178,1997-09-15,5993,14725
16179,2004-01-23,51371,32971
16180,1998-02-19,33145,10958
16181,1980-08-16,30359,42344
16182,2004-05-17,7663,48805
16183,1987-01-06,41056,13732
16184,1987-05-09,21037,34252
16185,2019-03-27,5172,25188
16186,1995-05-19,36197,32926
16187,2003-12-15,5314,42721
