"seriesid","name"
6233,""
6234,""
6235,""
6236,"Peak #1"
6237,""
6238,"Vurt #1"
6239,""
6240,""
6241,""
6242,""
6243,""
6244,"Argeneau #4"
6245,"The Last Dragon Chronicles #1"
6246,""
6247,"The Black Jewels #6"
6248,"The Plantagenet and Tudor Novels #15"
6249,"Conqueror #2"
6250,"What's Left of Me #1"
6251,"Gilead"
6252,""
6253,"David Hunter #2"
6254,"Ruin #3"
6255,"Valdemar: The Last Herald-Mage #1-3"
6256,"Creekwood #2"
6257,"Death Note #4"
6258,"Kingmaker, Kingbreaker #1"
6259,"Coughlin #1"
6260,"Persepolis #3-4"
6261,"Wondrous Strange #1"
6262,"The Mysterious Benedict Society #0"
6263,""
6264,""
6265,""
6266,"More Than #4"
6267,"Jack Noble #1"
6268,""
6269,""
6270,""
6271,"Newford #15"
6272,""
6273,""
6274,"The Apprenticeship of Victor Frankenstein #1"
6275,""
6276,"Elemental #1"
6277,"Highlander #3"
6278,""
6279,"Poet to Poet Series"
6280,"Rondo #1"
6281,""
6282,"Baltimore Gun Club #1"
6283,""
6284,""
6285,""
6286,"Dark Protectors #1"
6287,"The Fionavar Tapestry #3"
6288,""
6289,"The Dark Elements #3"
6290,"The Seven Sisters #1"
6291,""
6292,""
6293,"Timeless #1"
6294,"The Accursed Kings #1"
6295,"Rainbow Trilogy #1"
6296,"Surviving Raine #1"
6297,"Kendrick/Coulter/Harrigan #4"
6298,""
6299,"Dragon Prince #1"
6300,"Bloody Jack #3"
6301,""
6302,"The Chronicles of Prydain #4"
6303,""
6304,""
6305,""
6306,""
6307,""
6308,"Love Medicine"
6309,"Batman: One-Shots"
6310,"The Belgariad #3"
6311,""
6312,"La Divina Commedia #2"
6313,"Bad Girls Don't Die #3"
6314,"Abandon #3"
6315,"Ruthless People #1"
6316,"Angels in America #1-2"
6317,"The Sacred Band of Stepsons Expanded ""Author's Cut"" editions #8"
6318,""
6319,""
6320,""
6321,"Rama #4"
6322,""
6323,""
6324,"Otherworld #6"
6325,"Dragonfly & The Glass Swallow #1"
6326,"The Iron Fey #1.5, 3.5, 4.5"
6327,"Powder Mage #1"
6328,"The Wingfeather Saga #3"
6329,""
6330,""
6331,""
6332,""
6333,""
6334,"Book of Ember #3"
6335,""
6336,""
6337,""
6338,""
6339,"Earth Girl #1"
6340,""
6341,"Death Note #7"
6342,"Virgin River #1"
6343,"Necroscope #1"
6344,"Rock Chick #3"
6345,"Beautiful Bastard #3"
6346,""
6347,""
6348,"Halo #3"
6349,""
6350,""
6351,"Grishaverse"
6352,""
6353,""
6354,"Avalon #2"
6355,"Story of Elsa #1"
6356,"Tristan & Danika #2"
6357,"Otherworld #3"
6358,"Thoughtless #1.5"
6359,""
6360,""
6361,"Death Note #Novel 1"
6362,""
6363,"Jack Ryan #2"
6364,"The Wingfeather Saga #1"
6365,""
6366,"Heaven and Hell Trilogy #1"
6367,"Malory-Anderson Families #4"
6368,""
6369,""
6370,"Wicked Lovely #5"
6371,"Drake Chronicles #2"
6372,"The Wolves of Mercy Falls #3.5"
6373,"Nine Minutes #1"
6374,""
6375,"DragonKeeper Chronicles #1"
6376,"The Immortals #1-4"
6377,"The Malloreon #2"
6378,"Dark Life #1"
6379,"Howl's Moving Castle #2"
6380,""
6381,""
6382,"Kurt Wallander #1"
6383,"Wings of Fire #12"
6384,"Pretty Little Liars #5"
6385,"Dark #5"
6386,""
6387,"Emily the Strange #1"
6388,""
6389,"Elemental Mysteries #3"
6390,""
6391,"Angelology #1"
6392,""
6393,""
6394,""
6395,"Audrina #1"
6396,""
6397,""
6398,"Girl, Stolen #1"
6399,"Philip Marlowe #4"
6400,"Runaway Train #1"
6401,""
6402,""
6403,""
6404,""
6405,""
6406,""
6407,""
6408,""
6409,""
6410,"The Iron Druid Chronicles #2"
6411,""
6412,"Losing It #2"
6413,"Dave Robicheaux #16"
6414,""
6415,"Tennis Shoes #1"
6416,"Anita Blake, Vampire Hunter #18"
6417,"The Black Jewels #7"
6418,""
6419,"Providence #3"
6420,"Benedict-Savant #3"
6421,"The Lying Game #3"
6422,""
6423,""
6424,""
6425,""
6426,""
6427,"Masters of Rome #2"
6428,"Lords of the Underworld #5"
6429,"Gamble Brothers #1"
6430,"Fever #1-5"
6431,"Signal Bend #1"
6432,""
6433,""
6434,""
6435,"David Hunter #3"
6436,""
6437,""
6438,""
6439,"The Last Apprentice / Wardstone Chronicles #8"
6440,""
6441,"Redwall #16"
6442,"Pretty Little Liars #7"
6443,""
6444,"Peter Nimble #1"
6445,"Falling Under #1"
6446,""
6447,"Mumintrollen #1"
6448,""
6449,""
6450,""
6451,"You Had Me at Hello #1"
6452,"Tales of Robin Hood #1"
6453,"Wings of Fire #8"
6454,""
6455,"Dragonlance: Legends #1"
6456,"Chicka Chicka #1"
6457,"Casteel #1"
6458,""
6459,"Mumintrollen #3"
6460,""
6461,"The Warlord Chronicles #2"
6462,"The 'Burg #1"
6463,""
6464,""
6465,""
6466,"The Holocaust"
6467,"Warriors: The New Prophecy #5"
6468,"The Vampire Diaries #4"
6469,""
6470,"Delirium #1.5"
6471,"ベルセルク / Berserk #1"
6472,""
6473,"The Hunger Games #0"
6474,""
6475,"The Black Jewels #8"
6476,"The Tower and the Hive #1"
6477,"Lairds' Fiancées #2"
6478,""
6479,""
6480,""
6481,"Night Huntress #7"
6482,"Redwall #18"
6483,"Consumed #1"
6484,""
6485,""
6486,""
6487,""
6488,""
6489,"Underland Chronicles #2"
6490,""
6491,""
6492,"The Midwife Trilogy #1"
6493,"9/11 #2"
6494,""
6495,""
6496,""
6497,""
6498,"Miss Marple #7"
6499,"Skinjacker #2"
6500,""
6501,"Sea Breeze #5"
6502,"The Books of Beginning #2"
6503,""
6504,""
6505,""
6506,"The Starchild Trilogy #2"
6507,"Alex Rider #6"
6508,""
6509,"The Dark Is Rising #1"
6510,""
6511,""
6512,""
6513,"Rosemary Beach #4"
6514,"The Selection #0.4, 0.5, 2.5, 3.1, 3.5"
6515,"Newford #5"
6516,""
6517,""
6518,""
6519,""
6520,"Batman (2011) #1"
6521,""
6522,""
6523,""
6524,"Conan the Cimmerian #2"
6525,""
6526,"Shadow Children #2"
6527,"Winnie-the-Pooh #4"
6528,""
6529,""
6530,"Up in the Air #1"
6531,""
6532,"One Week Girlfriend #1"
6533,"Foundation (Publication Order) #6"
6534,""
6535,"The Books of Pellinor #3"
6536,""
6537,""
6538,"Tairen Soul #4"
6539,"Lampoon Parodies"
6540,"Kate Burkholder #1"
6541,"Altered #1"
6542,""
6543,""
6544,""
6545,""
6546,"Théâtre Illuminata #1"
6547,""
6548,"Dream Man #2"
6549,"Argeneau #7"
6550,"Griffin & Sabine #1"
6551,"Midnight Breed #11"
6552,""
6553,"L'amica geniale #3"
6554,"The Cairo Trilogy #1-3"
6555,""
6556,"Shifters #2"
6557,"Bambi #1"
6558,"Hercule Poirot #9"
6559,"Downside Ghosts #3"
6560,"Downside Ghosts #2"
6561,""
6562,""
6563,"On Dublin Street #5"
6564,"The Last Apprentice / Wardstone Chronicles #4"
6565,""
6566,""
6567,"The Circle Opens #2"
6568,"The Riftwar Saga #4"
6569,"Miss Marple #3"
6570,""
6571,"Guardians of Eternity #2"
6572,""
6573,"Ruined #1"
6574,"Ingo #4"
6575,""
6576,"InuYasha #1"
6577,"Falling Kingdoms #2"
6578,"Cappadora Family #1"
6579,"Warriors: Power of Three #6"
6580,"Luxe #4"
6581,"Chronicles of Nick #2"
6582,""
6583,"Medusa Girls #1"
6584,""
6585,"Significance Series #4"
6586,"The Walking Dead Compendium Edition #1"
6587,"Monster in His Eyes #1"
6588,""
6589,""
6590,"Remembrance of Things Past #2"
6591,""
6592,"Vorkosigan Saga (Publication Order) #11"
6593,"The Lives of the Twelve Caesars #1-12"
6594,"Blue Ant #2"
6595,""
6596,""
6597,"Significance Series #3"
6598,"I Wrote This For You #4"
6599,""
6600,"Kingsbridge #3"
6601,"Harry Potter #1-3"
6602,"Princes #1"
6603,"The Secret #3"
6604,""
6605,"Otherland #3"
6606,"Monsters in the Dark #1"
6607,"Goddess Summoning #1"
6608,"Women of the Silk #1"
6609,"The Snow Queen Cycle #1"
6610,"Cassandra Palmer #4"
6611,""
6612,"The Queen's Thief #4"
6613,"The Mortal Instruments #1-5"
6614,"The Walk #1"
6615,"Wings of Fire #3"
6616,""
6617,"Julie of the Wolves #1"
6618,"Genius #1"
6619,""
6620,"Miss Marple #12"
6621,"Pegasus #3"
6622,""
6623,"Fallen Crest High #2"
6624,""
6625,"Wicked #1-2"
6626,""
6627,"Cassandra Palmer #2"
6628,"Darkness Chosen #3"
6629,"Warriors: Omen of the Stars #1"
6630,"Wondrous Strange #2"
6631,"The Morganville Vampires #1-2"
6632,"The Vampire Diaries: The Hunters #1"
6633,""
6634,"Eve #2"
6635,"Fins #1"
6636,""
6637,"Nightfall #1"
6638,"Nightfall #2"
6639,""
6640,"Slepkabota dienasgrāmatas"
6641,""
6642,"Pendragon #6"
6643,"Psy-Changeling #5"
6644,"Bloody Jack #4"
6645,"Duluoz Legend"
6646,""
6647,"The Daughters of Boston #1"
6648,"Sookie Stackhouse #12"
6649,""
6650,"Otherland #2"
6651,""
6652,"Maisie Dobbs #1"
6653,"The Albany Cycle #3"
6654,""
6655,""
6656,"The Teachings of Don Juan #2"
6657,"Mystic City #1"
6658,""
6659,"The Daughters of Boston #2"
6660,"Death Note #8"
6661,"The Dolphin Ring Cycle #1"
6662,""
6663,"The Sisters Grimm #2"
6664,""
6665,"Brotherband Chronicles #2"
6666,"Three Sisters Island #1"
6667,"Anne of Green Gables #4"
6668,""
6669,""
6670,"Redwall #19"
6671,"Left Behind #2"
6672,"The Daughters of Boston #3"
6673,""
6674,""
6675,"Death of the Endless #1"
6676,""
6677,"Caged #1"
6678,""
6679,""
6680,""
6681,"Therian #1"
6682,"Shattered Hearts #1"
6683,""
6684,""
6685,""
6686,""
6687,""
6688,"The Eldon Archives #1"
6689,""
6690,""
6691,""
6692,""
6693,""
6694,""
6695,""
6696,""
6697,""
6698,""
6699,""
6700,""
6701,"Anita Blake, Vampire Hunter #19"
6702,"Children of Paranoia #1"
6703,""
6704,"Ring of Fire Main Line Novels #1"
6705,"À la recherche du temps perdu #5-6"
6706,""
6707,""
6708,""
6709,"A Fairytale Retelling #1"
6710,""
6711,""
6712,""
6713,""
6714,""
6715,"The Vampire Diaries #2"
6716,""
6717,"Eating Smoke #1"
6718,""
6719,""
6720,"Scarred Souls #1"
6721,"Fallen #5"
6722,"Seraph Black #1"
6723,"The Viking Assassin #2"
6724,"The Viking Assassin #1"
6725,""
6726,"Liz Talbot Mystery #9"
6727,""
6728,""
6729,""
6730,"Hyperion Cantos #3"
6731,"Smek #1"
6732,""
6733,"The Golden Oecumene #1"
6734,""
6735,""
6736,"The Good Ol' Boys #2"
6737,""
6738,""
6739,""
6740,""
6741,"Pendragon #4"
6742,"Wicked #3-4"
6743,"Underworld #3"
6744,"Imriel's Trilogy #2"
6745,"Pegasus #1"
6746,"Roald Dahl's Autobiography #2"
6747,""
6748,"Affliction #1"
6749,"Eternal Ones #1"
6750,"The Proposition #2"
6751,"Dragon Shaman #1"
6752,""
6753,""
6754,""
6755,""
6756,""
6757,"Stranje House #1"
6758,"The Viking's Kurdish Love #1"
6759,""
6760,"Mumintrollen #8"
6761,"Thirst #3"
6762,"The Iron Fey #1.5"
6763,"Ancient Legends #2"
6764,""
6765,"The Light-Bearer #1"
6766,""
6767,""
6768,""
6769,"Delos #1"
6770,""
6771,""
6772,"Deverry #1"
6773,"Gossip Girl #1"
6774,"Jack Ryan #8"
6775,"Ishmael #1"
6776,"The Witches of the Glass Castle #1"
6777,"Dark #17"
6778,""
6779,""
6780,"The PSS Chronicles #1"
6781,""
6782,"Savages #2"
6783,""
6784,""
6785,""
6786,""
6787,""
6788,"Theodore Roosevelt #1"
6789,""
6790,""
6791,"Psy-Changeling #2"
6792,"Argeneau #12"
6793,""
6794,""
6795,"Under the North Star #1-3"
6796,"Brethren Trilogy #1"
6797,""
6798,"Precipice #1"
6799,""
6800,""
6801,""
6802,""
6803,"DC Icons #1"
6804,""
6805,"What If It's Us #1"
6806,"Faeriewalker #1"
6807,""
6808,"Corwint Central Agent Files #1"
6809,"Jack Reacher #6"
6810,""
6811,""
6812,""
6813,""
6814,"Bobiverse #1"
6815,"Wayfarers #2"
6816,""
6817,"Simon Snow #2"
6818,"Normal, Alabama #1"
6819,"Poison Study #1-3"
6820,"Green Rider #3"
6821,""
6822,"Heavenly #1"
6823,""
6824,""
6825,"MacCarrick Brothers #3"
6826,"Star-Crossed #1"
6827,""
6828,""
6829,"Dreams of Chaos #2"
6830,""
6831,"The Chronos Files #1"
6832,""
6833,"Cupid #1"
6834,"Ilyon Chronicles #2"
6835,"Starcrossed #1"
6836,""
6837,"The Field Party #1"
6838,"Me Before You #3"
6839,"Don Quijote de la Mancha #1"
6840,""
6841,""
6842,"The Taker Trilogy #1"
6843,""
6844,"The Seafare Chronicles #1"
6845,"Safehold #1"
6846,""
6847,"Angelfire #2"
6848,""
6849,""
6850,"Chaysing #1"
6851,"Just Friends #4"
6852,""
6853,""
6854,"Betsy-Tacy #1"
6855,""
6856,"The Wiccan Diaries #1"
6857,"When Women Were Warriors #1"
6858,"Leviathan #3"
6859,"The Warlord Chronicles #3"
6860,"Earthsea Cycle #6"
6861,"Sherlock Holmes #8"
6862,""
6863,"Mila Vasquez #1"
6864,""
6865,"Memorias de Idhún #3"
6866,"Ayesha #1"
6867,""
6868,"McNulty Family"
6869,""
6870,""
6871,""
6872,"The Witches of Eileanan #1"
6873,""
6874,"Dark Ink Chronicles #1"
6875,"The Years of Lyndon Johnson #3"
6876,""
6877,"Denazen #1"
6878,"Immortality Bites #1"
6879,""
6880,"Billy Milligan #1"
6881,""
6882,""
6883,""
6884,"Redemption #5"
6885,""
6886,"Blue Eyes Trilogy #1"
6887,""
6888,"The Divine Space Pirates #1"
6889,""
6890,""
6891,"The Famished Road Trilogy #1"
6892,""
6893,""
6894,"Matthew Shardlake #3"
6895,""
6896,""
6897,"Faeriewalker #3"
6898,""
6899,""
6900,"Shadow Falls #1-2"
6901,""
6902,"Nils Holgersson #1"
6903,""
6904,""
6905,""
6906,"The Starlight Chronicles #1"
6907,"Renegades #2"
6908,"Sugar Mountain #3"
6909,"Magdalene Line Trilogy #1"
6910,"Redwall #8"
6911,""
6912,"It Girl #1"
6913,""
6914,""
6915,""
6916,""
6917,""
6918,"Love, in English #1"
6919,"The Hathaways #5"
6920,"Worldwalker #1"
6921,"Zodiac #1"
6922,"The Others #2"
6923,""
6924,""
6925,""
6926,"Kate Marshall #1"
6927,"Inspector Erlendur #3"
6928,""
6929,""
6930,"Last Survivors #2"
6931,"À la recherche du temps perdu #3"
6932,""
6933,""
6934,"The Circle #2"
6935,"The Emperor's Edge #1"
6936,""
6937,""
6938,"Wayside School #2"
6939,"Rock Chick #5"
6940,""
6941,"The Deed of Paksenarrion #1"
6942,"Wildwood Chronicles #2"
6943,"Power of the Dog #2"
6944,""
6945,""
6946,""
6947,""
6948,"Redwall #15"
6949,""
6950,"Shugo Chara! #1"
6951,"Blue Bloods #5.5"
6952,"Argeneau #6"
6953,"Ghost in the Shell #1"
6954,"Lorien Legacies #6"
6955,"Little Women #1, part 1"
6956,""
6957,"If You Give..."
6958,""
6959,""
6960,"Prophecy of the Sisters #1"
6961,"Royal House of Shadows #4"
6962,""
6963,""
6964,""
6965,""
6966,"Everville #1"
6967,""
6968,""
6969,""
6970,"The School for Good and Evil #3"
6971,"Cormoran Strike #3"
6972,""
6973,""
6974,""
6975,""
6976,""
6977,""
6978,""
6979,"Noticer #1"
6980,""
6981,"Elemental Assassin #4"
6982,""
6983,"Demon Kissed #1"
6984,""
6985,""
6986,""
6987,"Under the Never Sky #3"
6988,""
6989,""
6990,"The Circle #0-3"
6991,"Out of Time #1"
6992,"The Great Indian Epics Retold"
6993,"Just Friends #2"
6994,"The Starlight Chronicles #0"
6995,"The Daevabad Trilogy #1"
6996,""
6997,"Ayat-Ayat Cinta #1"
6998,""
6999,"Dexter #3"
7000,"Alcatraz Versus The Evil Librarians #1"
7001,""
7002,""
7003,""
7004,"Hush, Hush: The Graphic Novel #1"
7005,"Theodore Boone #3"
7006,"Last Princess #1"
7007,"Caballo de Fuego #2"
7008,""
7009,""
7010,"Chronicle of the Unhewn Throne #1"
7011,""
7012,"The Masquerade #1"
7013,"Sun, Moon, Sand and Star #4"
7014,""
7015,"Discworld Stage Adaptations"
7016,"Artemis Fowl: The Graphic Novels #1"
7017,"Calvin and Hobbes #7"
7018,"Mitch Rapp #10"
7019,"Ishmael #3"
7020,""
7021,"The Forbidden Game #1"
7022,"Ghostgirl #1"
7023,""
7024,""
7025,"A Beautiful Dark #1"
7026,""
7027,"Iron Butterfly #1"
7028,""
7029,""
7030,"Die Känguru-Chroniken #1"
7031,"Grant County #2"
7032,""
7033,"Amatore's Restaurant #2"
7034,""
7035,"Abhorsen #4"
7036,"Nevermoor #2"
7037,"The Princess Diaries #6"
7038,""
7039,"Redemption #2"
7040,"Magnus Pack #1"
7041,""
7042,"Shifters #6"
7043,""
7044,"Jette Weingärtner #1"
7045,"New Species #6"
7046,"Devoured #1"
7047,""
7048,""
7049,"Blindness #2"
7050,""
7051,"Michael Vey #2"
7052,""
7053,"Kim Karlsen Trilogy #1"
7054,""
7055,""
7056,"The Last Magician #1"
7057,""
7058,"Greek Series #1"
7059,""
7060,""
7061,"Odd Thomas #4"
7062,""
7063,""
7064,""
7065,"Malazan Book of the Fallen #8"
7066,"العبقريات"
7067,""
7068,""
7069,"Slated #3"
7070,"Elite Ops #1"
7071,""
7072,""
7073,""
7074,""
7075,""
7076,""
7077,""
7078,"The League of Extraordinary Gentlemen #2"
7079,"Betsy-Tacy #4"
7080,"Whispering Pines #1"
7081,"Passion Quartet #1"
7082,"Dragon Jousters #1"
7083,"Evernight #4"
7084,""
7085,"The Demonata #4"
7086,""
7087,""
7088,"The Christmas Books #0.5-1, 5"
7089,""
7090,"Caballo de Fuego #3"
7091,""
7092,"The Premonition #5"
7093,""
7094,"Wild Cards #1"
7095,""
7096,""
7097,"Half Upon a Time #2"
7098,"Amatore's Restaurant #3"
7099,"A Song of Ice and Fire (1-in-2) #1"
7100,"Голоса утопии"
7101,""
7102,""
7103,"Pillage #1"
7104,""
7105,"Mistress of the Art of Death #1"
7106,"Wildefire #1"
7107,""
7108,""
7109,""
7110,"Chronicles of Brothers #1"
7111,"Shoes #1"
7112,"Breathless #2"
7113,"Kricket #1"
7114,""
7115,""
7116,"Vampire Queen #1"
7117,""
7118,""
7119,""
7120,""
7121,""
7122,""
7123,""
7124,"Goosebumps #1"
7125,"Anita Blake, Vampire Hunter #20"
7126,""
7127,"TimeRiders #1"
7128,"Cambridge Texts in the History of Political Thought"
7129,""
7130,""
7131,""
7132,"The Tiger's Curse Series #5"
7133,""
7134,""
7135,"Demon Cycle #3"
7136,"Fallen Crest High #3"
7137,""
7138,""
7139,""
7140,"The Maze Runner #5"
7141,"The Thousandth Floor #1"
7142,"Stalking Jack the Ripper #2"
7143,""
7144,""
7145,""
7146,""
7147,""
7148,"العبقريات"
7149," "
7150,""
7151,""
7152,""
7153,"Publio Cornelio Escipión #2"
7154,"The Farseer Trilogy #1-2"
7155,"The Prince of Nothing #2"
7156,"The Elenium #1"
7157,""
7158,""
7159,"Argeneau #20"
7160,"The Others #3"
7161,""
7162,"Cases for Christianity for Students"
7163,""
7164,"Once Upon a Con #1"
7165,"ATV kitab #8"
7166,"Arc of a Scythe #3"
7167,""
7168,""
7169,""
7170,"The Dresden Files #13"
7171,""
7172,""
7173,"The League of Princes #1"
7174,""
7175,"Kingdom Keepers #3"
7176,"The Reed Brothers #2"
7177,""
7178,""
7179,""
7180,"Tales of Goldstone Wood #7"
7181,""
7182,""
7183,"Redwall #11"
7184,"Septimus Heap #2"
7185,"Malice #1"
7186,""
7187,""
7188,""
7189,""
7190,""
7191,"Books of Blood #1-3"
7192,"The Legion #1"
7193,""
7194,"The Infernal Devices: Manga #1"
7195,""
7196,"Wanted #1"
7197,""
7198,"The Inspector Bärlach Mysteries #1"
7199,"Tales of the Otori #2"
7200,"Silo #3"
7201,""
7202,""
7203,""
7204,"Parasol Protectorate #2"
7205,"Sleeping Beauty #2"
7206,"A Saga das Pedras Mágicas #1"
7207,""
7208,"1-800-Where-R-You #1"
7209,"Dark #8"
7210,"The Coldfire Trilogy #1"
7211,""
7212,"Soul Screamers #6"
7213,"Galactic Milieu Trilogy #3"
7214,"Galactic Milieu Trilogy #1"
7215,"Crystal Singer #1"
7216,"Negeri Para Bedebah #1"
7217,"Sweet Home #1.5"
7218,"Monster in His Eyes #2"
7219,"The Great Library #1"
7220,"Silber #2"
7221,""
7222,"4MK Thriller #1"
7223,"İnce Memed #1"
7224,""
7225,"Jane Jameson #2"
7226,"Dragon Knight #1"
7227,""
7228,""
7229,""
7230,""
7231,""
7232,""
7233,"Hercule Poirot #2"
7234,""
7235,"Deep In Your Veins #1"
7236,"On Dublin Street #3"
7237,""
7238,"Code Name Verity #2"
7239,"Vampire Queen #2"
7240,"Oz #2"
7241,"Mercy #2"
7242,""
7243,"Tornians #1"
7244,""
7245,""
7246,""
7247,"Dragonlance: Legends #2"
7248,"上帝的指紋 #1"
7249,"Light #1"
7250,"Shadow Children #7"
7251,"My Swordhand is Singing #1"
7252,""
7253,"Books of Faerie #2"
7254,"Le deuxième sexe #1"
7255,""
7256,"Trajano #1"
7257,"The Grey Wolves #6"
7258,""
7259,"The Sandman #10"
7260,"The Plantagenet and Tudor Novels #1"
7261,"Foundation (Publication Order) #7"
7262,"Lords of Deliverance #2"
7263,"The Book of the New Sun #3-4 "
7264,"The Cahill Witch Chronicles #1"
7265,"Skulduggery Pleasant #9"
7266,"Half Upon a Time #1"
7267,""
7268,""
7269,"The Austen Project #4"
7270,""
7271,""
7272,""
7273,"狼と香辛料 / Spice & Wolf: Light Novel #1"
7274,""
7275,"Dark Secrets #3-4"
7276,"Cut & Run #5"
7277,""
7278,""
7279,""
7280,"Kingdom Keepers #4"
7281,""
7282,""
7283,""
7284,""
7285,"Death Note #9"
7286,""
7287,"9/11 #1"
7288,"Galactic Milieu Trilogy #2"
7289,"Chronicles of Ancient Darkness #6"
7290,""
7291,"Goddess Test #2.5"
7292,""
7293,"Fixed #3"
7294,""
7295,"Frostblood Saga #1"
7296,""
7297,""
7298,""
7299,"In the Garden #1"
7300,""
7301,""
7302,"The Legendsong #1"
7303,"The Candy Shop War #1"
7304,"Dalva #1"
7305,""
7306,""
7307,"Little Blue Envelopes #2"
7308,"Eagle Elite #1"
7309,""
7310,"The Naturals #2"
7311,""
7312,"Him #1"
7313,""
7314,""
7315,"Dollanganger #3"
7316,"Ivanovich #1"
7317,"John Sutter #1"
7318,"Remember Me #1"
7319,""
7320,"Sandman Slim #1"
7321,""
7322,"1-800-Where-R-You #1 & 2"
7323,"Fruits Basket #1-23"
7324,""
7325,""
7326,""
7327,""
7328,"The Aces #1"
7329,""
7330,"Fire and Thorns #3"
7331,"Tales from the Shadowhunter Academy #1"
7332,""
7333,""
7334,"Starbirth #2"
7335,""
7336,"Passenger #2"
7337,""
7338,"Nevermoor #1"
7339,"Circle of Magic #3"
7340,""
7341,""
7342,"Bloody Jack #2"
7343,""
7344,""
7345,""
7346,"Shade's Children"
7347,"Ultraviolet #1"
7348,"Breathe #1"
7349,"Crown of Stars #1"
7350,"Watersong #3"
7351,""
7352,"Black Dagger Legacy #1"
7353,""
7354,"Flawed #2"
7355,"Everything #1"
7356,"Shatter Me #5"
7357,""
7358,"Time Quintet #4"
7359,"Private #1"
7360,"Zastępy Anielskie #2"
7361,""
7362,""
7363,"1-800-Where-R-You #5"
7364,"Katoren #1"
7365,""
7366,""
7367,""
7368,"Firefall #1"
7369,""
7370,"The Last Kingdom #6"
7371,"خواطر أحمد الشقيري #2"
7372,""
7373,"Fire and Thorns #2"
7374,""
7375,""
7376,""
7377,"Steel Brothers Saga #1"
7378,"The Land of Stories #6"
7379,""
7380,""
7381,""
7382,""
7383,"Capital #1-3"
7384,""
7385,"Chronicles of Ancient Darkness #3"
7386,"Dragonlance: Legends #3"
7387,"Chronicles of Ancient Darkness #4"
7388,"Darkyn #1"
7389,"Harper Connelly #1"
7390,"Skellig #1"
7391,""
7392,""
7393,"Saga of the Pliocene Exile #4"
7394,"Emperor #1"
7395,""
7396,""
7397,""
7398,"The Archers of Avalon #1"
7399,""
7400,"Robert Hunter #6"
7401,"Broken Love #1"
7402,""
7403,""
7404,"The Power of One #2"
7405,""
7406,"Carl Webster #1"
7407,"A Series of Unfortunate Events"
7408,""
7409,"Alpha & Omega #0.5 (Alpha & Omega"
7410,""
7411,"Season Series #2"
7412,""
7413,"The Looking Glass Wars #2"
7414,""
7415,"Star-Crossed #4"
7416,"Elemental Mysteries #4"
7417,"The Teachings of Don Juan #9"
7418,"The Mists of Avalon #2"
7419,""
7420,"Promise Me #2"
7421,"The Soul Seekers #4"
7422,"Pierre Niémans #1"
7423,""
7424,""
7425,""
7426,""
7427,""
7428,""
7429,"Der kleine Vampir #1"
7430,""
7431,""
7432,""
7433,"Aubrey & Maturin #3"
7434,""
7435,""
7436,"Logans #1"
7437,"The Fae Chronicles #2"
7438,"Lost Kings MC #4"
7439,"The Kiss Quotient #1"
7440,""
7441,""
7442,"Pern #8"
7443,"Bloody Jack #7"
7444,"Dragons in Our Midst #1"
7445,"The Word & The Void #1"
7446,"The Devouring #2"
7447,"MeruPuri #1"
7448,""
7449,"Oracles of Fire #1"
7450,"Tairen Soul #5"
7451,""
7452,"Plantagenets #4"
7453,""
7454,"Joona Linna #1"
7455,"Guild Hunter #4"
7456,""
7457,"Ms. Marvel (2014/15) (Collected Editions) #1"
7458,""
7459,""
7460,""
7461,"Private #9"
7462,"Mitch Rapp #7"
7463,"Shadow Country Trilogy #1-3"
7464,"Bloody Jack #8"
7465,"Guardians of Time #1"
7466,""
7467,""
7468,""
7469,"Lava #1"
7470,"Southern Reach #1"
7471,""
7472,"Beautiful Broken Things #1"
7473,""
7474,""
7475,""
7476,"Tattoo #1"
7477,"The Squad #1"
7478,""
7479,"Camp Half-Blood Chronicles"
7480,"Jack #1"
7481,""
7482,"Faerie Path #1"
7483,"Otherworld #11"
7484,"House of Night Novellas #1"
7485,""
7486,""
7487,""
7488,"Rock Chick #4"
7489,""
7490,"Goddess Summoning #3"
7491,""
7492,""
7493,""
7494,"Le Pacte des MarchOmbres #1"
7495,"The Children of the Gods #1"
7496,""
7497,"The Nevernight Chronicle #3"
7498,""
7499,"Enchanted Forest Chronicles #4"
7500,"The Witches of Karres #1"
7501,"Psy-Changeling #4"
7502,"Bloody Jack #5"
7503,""
7504,""
7505,"The Last Dragon Chronicles #3"
7506,""
7507,""
7508,""
7509,""
7510,"Goddess Test #1.5"
7511,""
7512,"C. Auguste Dupin #1"
7513,"Le Comte de Monte-Cristo #1 of 2"
7514,"Τετραλογία του Μέλιου #2"
7515,"Bird Family Trilogy"
7516,"Slater Brothers #1"
7517,""
7518,"Vega Jane #1"
7519,"The School for Good and Evil #2"
7520,""
7521,""
7522,"Morpheus Road #1"
7523,""
7524,"Astonishing X-Men (2004) #1"
7525,""
7526,""
7527,"Brides of the Kindred #1"
7528,""
7529,""
7530,""
7531,"Christy Miller #1-3"
7532,""
7533,""
7534,"100 Cupboards #1"
7535,"All-Star Superman #1-12"
7536,"Fables (Collected Editions) #1"
7537,""
7538,"Waking Up... #1"
7539,"Roy Grace #1"
7540,"Sea Breeze #7"
7541,""
7542,"Sweet Home #3"
7543,"Die Zwerge #1"
7544,""
7545,""
7546,""
7547,""
7548,"Mitch Rapp #1"
7549,""
7550,""
