"publisherid","name"
14971,"Graphix"
14972,"Henry Holt and Co. (Georg von Holtzbrinck)"
14973,"One World"
14974,"Riverhead Books"
14975,"Theatre Communications Group"
14976,"Penguin Classics"
14977,"Little Brown and Company"
14978,"Harper Perennial Modern Classics"
14979,"Little, Brown Books for Young Readers"
14980,"Alfred A. Knopf"
14981,"Flux"
14982,"Grove Press"
14983,"Back Bay Books"
14984,"Pocket Books"
14985,"Orbit"
14986,"Mira Books"
14987,"Knopf Publishing Group"
14988,"Harper Perennial"
14989,"Del Rey"
14990,"Hodder Children's Books"
14991,"Viking Books"
14992,"Toby Press"
14993,"Signet"
14994,"Ace Trade"
14995,"Vintage"
14996,"Bethany House"
14997,"Puffin Books"
14998,"Vintage"
14999,"De Fallois"
15000,"Hqn"
15001,"Fleming H. Revell Company"
15002,"Walker Books for Young Readers"
15003,"دار ميريت"
15004,"Basic Books"
15005,""
15006,"Jove"
15007,""
15008,"Puffin"
15009,"الهيئة المصرية العامة للكتاب"
15010,""
15011,"Bergren Creative Group, Inc."
15012,"Tyndale House Publishers"
15013,"Dutton"
15014,"Marvel"
15015,"Chicken House"
15016,"Simon & Schuster Adult Publishing Group"
15017,"W Publishing Group"
15018,"Berkley"
15019,"St. Martin's Griffin"
15020,"Roc"
15021,"W. W. Norton Company"
15022,"Dover Publications"
15023,"Leisure Books"
15024,"Orbit Books"
15025,"Plataforma Neo"
15026,"Bantam"
15027,"Querido"
15028,"Assirio & Alvim"
15029,"Cecilie Dressler Verlag GmbH"
15030,"Harry N. Abrams"
15031,"İletişim Yayınları"
15032,"Penguin Classics"
15033,"Goldmann Wilhelm GmbH"
15034,"Edições Asa"
15035,"Ace Hardcover"
15036,"Bloomsbury USA Childrens"
15037,"Berkley"
15038,"İletişim Yayınları"
15039,"HarperCollins"
15040,""
15041,"Aladdin"
15042,"Knopf"
15043,"VIZ Media"
15044,"Soft Skull Press"
15045,"Soft Skull Press"
15046,"Katherine Tegen Books"
15047,"HarperCollins"
15048,"Arthur A. Levine Books"
15049,"Europa Editions"
15050,"Orbit"
15051,"Vintage"
15052,"Berkley Books"
15053,"Watkins Publishing"
15054,"Moody Publishers"
15055,"Arrow"
15056,"Poppy"
15057,"Doubleday"
15058,"Archway Paperbacks"
15059,"Simon Pulse"
15060,"Pocket Books"
15061,"Puffin Books"
15062,"Penguin Books"
15063,"Random House (UK)"
15064,"HarperCollins"
15065,"Free Press"
15066,"Bantam"
15067,"Penerbit Qanita"
15068,"Zebra"
15069,"Vintage"
15070,"New Directions"
15071,"Tor Books"
15072,"Puffin"
15073,"Harper Perennial"
15074,"Mondadori"
15075,"Ang'dora Productions, LLC"
15076,"Little, Brown Books for Young Readers"
15077,"Penguin Group"
15078,"AudioGO"
15079,"Pocket Books"
15080,"Harper"
15081,"Bethany House Publishers"
15082,"Henry Holt & Company"
15083,"Oxford University Press"
15084,"Living Ink Books"
15085,"Oxford University Press, USA"
15086,"Dover Publications"
15087,"Alfaguara"
15088,"Vintage"
15089,"Simon Pulse"
15090,"الهيئة المصرية العامة للكتاب"
15091,""
15092,"Image Comics"
15093,"Loose Id"
15094,"HTJB, Inc."
15095,"Egmont Books Ltd"
15096,"VIZ Media LLC"
15097,"Dell"
15098,"Tyndale House Publishers"
15099,"Corgi Childrens"
15100,"Vintage"
15101,"Dover Publications"
15102,"De Bezige Bij"
15103,"Shanora Williams"
15104,"Steerforth"
15105,"Penerbit Buku Kompas"
15106,"Vintage"
15107,"Knopf Books for Young Readers"
15108,""
15109,"Transworld Publishers"
15110,"فرهنگ معاصر"
15111,"G.P. Putnam's Sons/Penguin"
15112,"University of Chicago Press"
15113,"الرواق للنشر والتوزيع"
15114,"Farrar, Straus and Giroux"
15115,"Waking Lion Press"
15116,"St. Martin's Griffin"
15117,"Signet"
15118,"Atheneum Books for Young Readers"
15119,"Sacred Forest Publishing"
15120,""
15121,"Amulet Books"
15122,"DAW"
15123,"Sourcebooks Fire"
15124,"Penguin Press"
15125,"Aladdin"
15126,"Chicago Review Press"
15127,"Church Publishing"
15128,"Thorsons"
15129,"Bethany House Publishers"
15130,"Poppy"
15131,"Wizards of the Coast"
15132,"Archway Paperbacks"
15133,""
15134,"Kensington"
15135,"Vintage"
15136,"Turtleback Books"
15137,"HarperTeen"
15138,"NAL"
15139,"W. W. Norton & Company, Inc."
15140,"Graphia"
15141,"Bantam"
15142,"Riverhead Books"
15143,"Kessinger Publishing"
15144,"Orion"
15145,"Simon Schuster Books for Young Readers"
15146,"Mouse Works"
15147,"Bloomsbury Publishing PLC"
15148,"Atom"
15149,"دار المعارف"
15150,"Thomas Nelson"
15151,"Hodder Children's Books"
15152,"Doubleday"
15153,"Walden Pond Press"
15154,"Scholastic Paperbacks"
15155,"Simon Pulse"
15156,"Ballantine Books"
15157,"Tyndale House Publishers"
15158,"Tyndale House Publishers"
15159,"William Morrow Paperbacks"
15160,"Simon & Schuster"
15161,"Platypus Press"
15162,"Da Capo Press"
15163,"Cambridge University Press"
15164,"Orbit"
15165,"Feiwel & Friends"
15166,"Esencia"
15167,"Henry Holt and Co."
15168,"Le Livre de Poche"
15169,"Querido"
15170,"Harlequin HQN"
15171,"Atlantic Monthly Press"
15172,"Vintage"
15173,""
15174,"Vintage"
15175,"ORIENT PAPERBACKS"
15176,"Sourcebooks Landmark"
15177,""
15178,""
15179,"W. W. Norton Company"
15180,"Harper Perennial"
15181,"Rodale Books"
15182,"Bloomsbury Circus"
15183,""
15184,"Penguin Group"
15185,"Blue Rider Press"
15186,"HarperOne"
15187,"Orb Books"
15188,"Speak"
15189,"Llewellyn Publications"
15190,"Fig Tree"
15191,"Dover Publications"
15192,"Margaret K. McElderry Books"
15193,"Archway Paperbacks"
15194,"Simon & Schuster"
15195,"Playwrights Canada Press"
15196,"Anchor"
15197,"Dutton"
15198,"Hodder"
15199,"Pantheon"
15200,"Tor Books"
15201,"Hyperion"
15202,"Pocket Books"
15203,"Parallax Press"
15204,"Planeta Deagostini"
15205,"Bantam Skylark"
15206,"Roc"
15207,"Bantam"
15208,"Schildts"
15209,"Alma littera"
15210,"Charles Scribner's Sons (NY)"
15211,""
15212,"Tyndale House Publishers"
15213,"CreateSpace"
15214,"Orbit"
15215,"Orbit"
15216,"Grove Press"
15217,"Createspace Independent Publishing Platform"
15218,"HarperTeen"
15219,"Harper Element"
15220,"Rizzoli"
15221,"Harper Voyager"
15222,"Knopf Books for Young Readers"
15223,"Pre-Textos"
15224,"Orion Publishing Group"
15225,"دار الأداب"
15226,"وزارة الشؤون الإسلامية للأوقاف والدعوة والإرشاد"
15227,""
15228,"Smashwords"
15229,"Shadow Mountain"
15230,"HarperCollins"
15231,"Bloomsbury Children's Books"
15232,""
15233,"Katherine Tegen Books/HarperCollins Publishers"
15234,"St. Martin's Griffin"
15235,"St. Martin's Press"
15236,"Dreamspinner Press"
15237,"Raduga Publisher"
15238,"Epiphany Printing"
15239,"Oni Press"
15240,"Penguin Publishing Group"
15241,"PT Gramedia Pustaka Utama"
15242,"City Lights Publishers"
15243,""
15244,"Disney-Hyperion"
15245,"VIZ Media"
15246,"VIZ Media"
15247,"Bloomsbury USA"
15248,"Picador USA"
15249,"Vintage"
15250,"Gardners Books"
15251,"Poppy"
15252,"Avon Books"
15253,"St. Martin's Griffin"
15254,"Tyndale House Publishers"
15255,"Vintage"
15256,"Firebird"
15257,"Vintage"
15258,"دار الشروق"
15259,"Anchor Books"
15260,"Random House"
15261,"Riverhead Books"
15262,"Harcourt"
15263,"Roc"
15264,"Regal"
15265,"Hill and Wang"
15266,"Random House Inc (T)"
15267,"Vintage"
15268,"Grand Central Publishing"
15269,"Editorial Magisterio Español"
15270,"IVP Books"
15271,"Ace"
15272,"Ace"
15273,"Ace"
15274,"Wildstorm Signature"
15275,"TokyoPop"
15276,"Greenwillow Books"
15277,"Hill and Wang"
15278,"Penguin Books"
15279,"Macmillan Publishing Co."
15280,"HarperTorch"
15281,""
15282,"Simon & Schuster"
15283,"Fredonia Books (NL)"
15284,"Buccaneer Books"
15285,"Deseret Book"
15286,"Fall River Press"
15287,"Regnery Publishing"
15288,"DIAL"
15289,"Farrar, Straus and Giroux"
15290,"Henry Holt"
15291,"প্রতীক প্রকাশনা সংস্খা"
15292,"Grosset and Dunlap"
15293,"Penguin Classics"
15294,"Plume Books"
15295,"Katherine Tegen Books"
15296,"Forever Yours"
15297,"Pocket Books"
15298,"Houghton Mifflin Company"
15299,"Thomas Nelson Publishers"
15300,"Simon & Schuster"
15301,"Grand Central Publishing"
15302,"Viking"
15303,"""Puffin"""
15304,"Banner of Truth"
15305,"Heinemann Young Books"
15306,"Balzer + Bray"
15307,"İnkılâp Kitabevi"
15308,"Farrar, Straus and Giroux"
15309,"Scholastic Press"
15310,"Marvel"
15311,"Puffin Books"
15312,"Viking Books for Young Readers"
15313,"Gallimard"
15314,"Usborne Publishing"
15315,"Owlkids"
15316,"Grove Press"
15317,"Storey Publishing, LLC"
15318,"Hachette Books"
15319,"Penguin Books"
15320,"Bethany House Publishers"
15321,"Tor Books"
15322,"University of Pittsburgh Press"
15323,"Hay House"
15324,"Penguin Books"
15325,"Del Rey"
15326,"Berkley Books"
15327,"Ace"
15328,"Avon"
15329,"Random House Trade Paperbacks"
15330,"Rowohlt Tb."
15331,"HarperCollins Publishers"
15332,"Random House Ballantine Del Rey"
15333,"Avon"
15334,"G.P. Putnam's Sons"
15335,"Pocket"
15336,"Ballantine Books"
15337,"Chicken House"
15338,"Avon"
15339,"Shadow Bay Publishing"
15340,"Simon Schuster"
15341,"Avery"
15342,""
15343,"Evro-Giunti"
15344,"Fleming H. Revell Company"
15345,"Knopf Canada"
15346,"Simon Schuster Books for Young Readers"
15347,"Amazon Digital Services"
15348,"Aladdin"
15349,"Northwestern University Press"
15350,"Northwestern University Press"
15351,"Greenwillow Books"
15352,"Penguin Books Ltd"
15353,"Armada"
15354,"Thunder's Mouth Press"
15355,"Høst & Søn"
15356,"Forever"
15357,"HarperCollins Children's Books"
15358,"Viglongo"
15359,"Headline Review"
15360,""
15361,"Planeta"
15362,"TokyoPop"
15363,"Knopf Doubleday"
15364,"Simon & Schuster"
15365,"Indiana University Press"
15366,"Jasinda Wilder"
15367,"Bentang Pustaka"
15368,"Scholastic Press"
15369,"Minotaur Books"
15370,"Little, Brown Books for Young Readers"
15371,"DC Vertigo"
15372,"Dutton Children's Books"
15373,"Vintage"
15374,"Self"
15375,"Zoland Books"
15376,"BLVNP Incorporated"
15377,"W. W. Norton Company"
15378,"Cerate Space"
15379,"Delacorte Press"
15380,"Crown Books for Young Readers"
15381,"VIZ Media"
15382,"Scholastic Press"
15383,"Puffin"
15384,"Vintage"
15385,"Pan"
15386,"Point"
15387,"Picador"
15388,"Signet Classics"
15389,"Scholastic Paperbacks"
15390,"Laurel Leaf"
15391,"Modern Library"
15392,"Hodder & Stoughton Paperbacks"
15393,"Laurel Leaf"
15394,"PublishAmerica"
15395,"Silhouette Books"
15396,"Dover Publications"
15397,""
15398,"Hodder & Stoughton"
15399,"Wizards of the Coast"
15400,"Ace Books"
15401,"Figueirinhas"
15402,"New York : Penguin Books"
15403,"TokyoPop"
15404,"Del Rey"
15405,"Avon"
15406,"HarperTorch"
15407,"Berkley"
15408,"Grand Central Publishing"
15409,"Signet"
15410,"Scholastic Inc."
15411,"Samuel French, Inc."
15412,"Vintage"
15413,"Berkley"
15414,"HarperCollins"
15415,"Bantam"
15416,"Viking"
15417,"Cincinnatus Press"
15418,"Tor Teen"
15419,"Harry N. Abrams"
15420,"Robert Laffont"
15421,"Penguin Books"
15422,"Entangled Publishing, LLC (Bliss)"
15423,"Little, Brown Books for Young Readers"
15424,"DAW"
15425,"Little, Brown and Company"
15426,"Createspace Independent Publishing Platform"
15427,"Barry Eisler"
15428,"Penguin Books"
15429,"Penguin Books"
15430,"Edições Asa"
15431,""
15432,"Thienemann"
15433,"L&PM Pocket"
15434,"Brilliance Audio"
15435,"Scholastic"
15436,"Harper Perennial"
15437,"Covenant Communications"
15438,"Oxford University Press, USA"
15439,"Bethany House Publishers"
15440,"HarperOne"
15441,"Zondervan Publishing Company"
15442,"Echo Library"
15443,"Mira Books"
15444,"Candlewick Press (MA)"
15445,"Oxford University Press"
15446,"Simon Schuster Books for Young Readers"
15447,"PublishAmerica"
15448,"Knopf"
15449,"Anchor Books"
15450,"Harmony"
15451,"Avon"
15452,"Del Rey"
15453,"رياض الريس"
15454,"Random House Inc"
15455,"Tammy Blackwell"
15456,"Vintage"
15457,"Avon"
15458,"Ang'dora Productions, LLC"
15459,"Simon & Schuster"
15460,"HarperCollins"
15461,"Oxford University Press, USA"
15462,"Fleming H. Revell Company"
15463,"Adamant Media Corporation"
15464,"Portfolio"
15465,"Jonathan Cape"
15466,"المؤسسة العربية للدراسات والنشر"
15467,"Scholastic Paperbacks"
15468,"Razorbill"
15469,"Del Rey"
15470,"Penguin Books"
15471,"Richelle Mead"
15472,"Mage Publishers"
15473,"HMH Books for Young Readers"
15474,"Mariner Books"
15475,"Howard Books"
15476,"Princeton University Press"
15477,"Penguin Group"
15478,"SaltRiver"
15479,"Polirom"
15480,"Random House"
15481,"Little, Brown Books for Young Readers"
15482,"Sacred Forest Publishing"
15483,"Ballantine Books"
15484,"Aladdin"
15485,"William Morrow"
15486,"Riverhead Books"
15487,"Headline"
15488,"Delacorte Books for Young Readers"
15489,"Minotaur Books"
15490,"Oktober Forlag"
15491,"Usborne Publishing"
15492,"Vintage Books (NY)"
15493,"Deseret Book Co"
15494,"W. W. Norton Company"
15495,"W. W. Norton & Company"
15496,"Adams Media"
15497,"Counterpoint LLC"
15498,"Pan Books (UK)"
15499,"William Morrow"
15500,"William Morrow"
15501,"Penguin Classics"
15502,"Dover Publications"
15503,"Grove Press"
15504,"Delta"
15505,"Little, Brown and Company"
15506,"Arkana/Penguin"
15507,"Delacorte Press"
15508,"HarperCollins"
15509,"Pocket Books"
15510,"Del Rey"
15511,"Gollancz"
15512,"Wizards of the Coast"
15513,"HarperStudio"
15514,"Tanglewood"
15515,"Bloomsbury USA Childrens"
15516,"Voyager Classics"
15517,"One World/Ballantine"
15518,"Fawcett"
15519,"Random House Books for Young Readers"
15520,"Random House Trade Paperbacks"
15521,"Razorbill"
15522,"Coronet"
15523,"Brava"
15524,"Le Livre de Poche"
15525,"T.M. Nielsen"
15526,"Tor Fantasy"
15527,"HarperTeen"
15528,"Library of America"
15529,"Scholastic, Inc."
15530,"University Of Chicago Press"
15531,"Chivers North America"
15532,"Rowohlt Taschenbuch Verlag"
15533,"Pavilion"
15534,"Delacorte Books for Young Readers"
15535,"HarperCollins Publishers"
15536,"Plume"
15537,"Stampa Alternativa"
15538,"Penguin Classics"
15539,"Penguin"
15540,"Balzer + Bray"
15541,"Oxford University Press, USA"
15542,"Berkley"
15543,"Philomel"
15544,"Marie Hall Publishing"
15545,"Candlewick Press"
15546,"Bantam"
15547,"دار المعارف"
15548,"Knopf Books for Young Readers"
15549,"Del Rey Books"
15550,"Zondervan"
15551,"Avon"
15552,"Amelia Hutchins"
15553,"Yeni Büyük Dağıtım Yayınevi"
15554,"Ballantine"
15555,"Dell"
15556,"Disney-Hyperion"
15557,"The Kindle Alexander Collection, LLC"
15558,""
15559,"Ivan R. Dee Publisher"
15560,"الهيئة المصرية العامة للكتاب"
15561,"Orbit"
15562,"Riverhead Books"
15563,""
15564,"Dial Books"
15565,"Knopf"
15566,"Vintage"
15567,"BOOM! Box"
15568,"Kiepenheuer & Witsch"
15569,"Danna Press"
15570,"Three Rivers Press"
15571,"Valkyrie Press"
15572,"Oetinger"
15573,"University of Chicago Press"
15574,"HarperOne"
15575,"Gallery Books"
15576,"Counterpoint LLC"
15577,"Books on Tape, Inc."
15578,"Leisure Books"
15579,"Columbia University Press"
15580,"Minotaur Books"
15581,"G. K. Hall & Company"
15582,"Bantam"
15583,"Everyman's Library"
15584,"New York: Random House"
15585,"Simon & Schuster"
15586,"Yearling Books"
15587,"Tor Science Fiction"
15588,"Puffin"
15589,"Little, Brown and Company"
15590,"Reader's Digest Association"
15591,"T.M. Nielsen"
15592,"T.M. Nielsen"
15593,""
15594,"John Murray"
15595,"Simon Pulse"
15596,"Henry Holt and Company"
15597,"Random House Books for Young Readers"
15598,"Adult"
15599,"Sphere"
15600,"Vision Forum"
15601,"Egmont"
15602,"Brilliance Audio"
15603,"Del Rey"
15604,"Vulcan Ink"
15605,"Simon Pulse"
15606,"Bantam Books"
15607,"Penguin Group"
15608,"Dial Books for Young Readers"
15609,""
15610,""
15611,"Orbit"
15612,"Fortress Press"
15613,"Bloomsbury USA"
15614,"Doubleday"
15615,"HarperTeen"
15616,"DAW"
15617,"Little, Brown Books for Young Readers"
15618,"HarperCollins"
15619,"Kokila"
15620,"Katherine Tegen Books"
15621,"Simon Schuster Books for Young Readers"
15622,"Tokyopop"
15623,"Augsburg Fortress Publishing"
15624,"Signet"
15625,"Berkley"
15626,"Random House"
15627,"Grand Central Publishing"
15628,"Headline"
15629,"Pan Books (UK)"
15630,"TokyoPop"
15631,"HarperCollins"
15632,"Margaret K. McElderry Books"
15633,"Turtleback Books"
15634,"Vintage"
15635,"Gallup Press"
15636,"Scholastic Inc."
15637,"Buccaneer"
15638,"Jonathan Cape"
15639,"Smart Pop"
15640,"Scholastic"
15641,"Scholastic, Inc."
15642,"Plume"
15643,"Hodder & Stoughton"
15644,"HarperCollins"
15645,"Scholastic"
15646,"Image Comics"
15647,"T.M. Nielsen"
15648,"Gramar"
15649,"Tor Teen"
15650,"Tor Teen"
15651,"Grove Press"
15652,"Knopf Publishing Group"
15653,"Editura Polirom"
15654,"Putnam Adult"
15655,"William Morrow"
15656,"Alma littera"
15657,"Covenant Communications"
15658,"HarperCollins Publishers"
15659,"İletişim Yayınları"
15660,"Rodale Books"
15661,"Veen"
15662,"Tantor Media"
15663,"Berkley"
15664,"W. W. Norton Company"
15665,"Back Bay Books"
15666,"Berkley Sensation"
15667,"Bantam"
15668,"University of Pittsburgh Press"
15669,"Disney-Hyperion"
15670,"Amulet Abrams"
15671,""
15672,"Borgo Press"
15673,"Simon & Schuster UK"
15674,"Del Rey Books"
15675,"Bantam"
15676,"دار ليلى ودايموند بوك"
15677,"HarperCollinsChildren’sBooks"
15678,"Candlewick Press"
15679,"Little, Brown Books for Young Readers"
15680,"TokyoPop"
15681,"Back Bay Books"
15682,"Speak"
15683,"Scholastic Paperbacks"
15684,"Eos"
15685,"Delacorte Press"
15686,"Barbour Publishing"
15687,"Picador USA"
15688,"Broadway Books"
15689,"Vintage"
15690,"HarperCollins (Mm)"
15691,"Random House Trade Paperbacks"
15692,"Fawcett Crest"
15693,"Viking Adult"
15694,"Weidenfeld & Nicholson"
15695,"SuperNOWA"
15696,"Simon Pulse"
15697,"Penguin Books"
15698,"Mira Books"
15699,"Thomas Nelson"
15700,"Cambridge University Press"
15701,"Crossway Books"
15702,"Orchard Books"
15703,"Telemachus Press"
15704,"NAL/Signet Eclipse"
15705,"Casterman"
15706,"Ridan Publishing"
15707,"Ίκαρος"
15708,"Grosset & Dunlap"
15709,"Orchard Books"
15710,"W&N"
15711,""
15712,"CreateSpace"
15713,"Yearling Books"
15714,"Penguin Metro Reads"
15715,"Forever"
15716,"Forever"
15717,"K Teen (Kensington)"
15718,"Delacorte Books for Young Readers"
15719,"Douglas & McIntyre"
15720,"Kindler"
15721,"Penguin Books Australia"
15722,"NAL"
15723,"Harper Perennial Modern Classics"
15724,"Hodder Wayland"
15725,"Random House Children's Books"
15726,"Mariner Books"
15727,"Drachenmond Verlag"
15728,"HarperCollins"
15729,"Valkyrie Press"
15730,"Valkyrie Press"
15731,"Knopf Publishing Group"
15732,"Simon Pulse"
15733,"Berkley"
15734,"Penguin Group"
15735,"Berkley"
15736,"Scholastic Inc"
15737,"Harper Perennial"
15738,"Mariner Books"
15739,"Crown Publishing Group (NY)"
15740,"University of Oklahoma Press"
15741,"Bethany House Publishers"
15742,"Pocket Books"
15743,"Heyne"
15744,"Little Brown & Co (P)"
15745,"Barricade Books"
15746,"DAW"
15747,"Grove Press"
15748,"William Morrow Paperbacks"
15749,"Zebra"
15750,"Mariner Books"
15751,"Mondadori"
15752,"Mondadori"
15753,"Mondadori"
15754,"Scholastic, Inc."
15755,"Doubleday"
15756,"Fantagraphics"
15757,"Knopf"
15758,"Storyville, LLC"
15759,"Image Comics"
15760,"Harper"
15761,"Pan Books"
15762,"Del Rey Books"
15763,"VIZ Media LLC"
15764,"Berkley"
15765,"Tyndale House Publishers"
15766,"Orion Publishing"
15767,"HQN Books"
15768,"Routledge"
15769,"P & R Publishing"
15770,""
15771,"Simon Spotlight"
15772,"Yearling"
15773,"Science Fiction Book Club"
15774,"Thomas Nelson"
15775,"Ink Lion Books"
15776,"Ink Lion Books"
15777,"Berkley Books"
15778,"Bethany House Publishers"
15779,"Hard Press"
15780,"Eesti Raamat"
15781,"Zondervan"
15782,"Zondervan"
15783,"Harlequin Teen"
15784,"Delacorte Press"
15785,"Grand Central Publishing"
15786,"Balzer + Bray"
15787,"VIZ Media"
15788,"Bookouture"
15789,"Michael Joseph"
15790,"Karl Wiggins"
15791,"Dreamspinner Press"
15792,"Pocket Books"
15793,"Library of America"
15794,"Scribner Book Company"
15795,"Penguin Books Ltd"
15796,"Arrow"
15797,"New World Library"
15798,"Del Rey"
15799,"Wizards of the Coast"
15800,"Dutton"
15801,"Scholastic"
15802,"Silhouette"
15803,"Broadway Books"
15804,"Tor"
15805,"St. Martin's Paperbacks"
15806,"Free Press"
15807,"Dial Books for Young Readers"
15808,"Child's Play International"
15809,"Knopf"
15810,"Katherine Tegen Books"
15811,"Scholastic Paperbacks"
15812,"Ace"
15813,"Simon & Schuster Children's Publishing"
15814,"Harper"
15815,"Simon & Schuster Children's"
15816,"Oxford University Press, USA"
15817,"Delacorte Books for Young Readers"
15818,"Vintage Books"
15819,"Edicions 62"
15820,"Bantam"
15821,"Leopold"
15822,"Ecco Press"
15823,""
15824,"Simon Pulse"
15825,"Signet"
15826,"Berkley Books"
15827,"Thomas Nelson"
15828,"Bantam"
15829,"ajab"
15830,"Zondervan Publishing Company"
15831,"Zondervan"
15832,"Vertigo"
15833,"Indiana University Press"
15834,"Doubleday & Company, Inc."
15835,"Penguin Philomel"
15836,"HarperCollins"
15837,"Pocket Books"
15838,"Caped Publishing"
15839,"Sacred Forest Publishing"
15840,"Gallery Books"
15841,"Bloomsbury"
15842,"Michael Joseph: Penguin Australia"
15843,"Oxford University Press"
15844,""
15845,"Aspect"
15846,"Harper Perennial"
15847,"Delacorte Press"
15848,"Avon Books"
15849,"Berkley Hardcover"
15850,"Beacon Press"
15851,"University of Chicago Press"
15852,"Vintage"
15853,"HMH Books for Young Readers"
15854,"Simon & Schuster"
15855,"Pocket Books"
15856,"Vintage"
15857,"Piatkus Books"
15858,"St. Martin's Press"
15859,"Johns Hopkins University Press"
15860,"St. Martin's Paperbacks"
15861,"Grand Central Publishing"
15862,"Bantam"
15863,"Ellora's Cave Publishing"
15864,"Harper Perennial"
15865,"Image Comics"
15866,"NAL"
15867,"Ellora's Cave"
15868,"Ace"
15869,"Little, Brown and Company"
15870,"HarperTeen"
15871,"W. W. Norton & Company"
15872,"Pocket Books"
15873,"Cambridge University Press"
15874,"Walden Pond Press"
15875,"Pocket Books/Simon & Schuster (NY)"
15876,"Yearling"
15877,"Vintage"
15878,"Simon Spotlight"
15879,""
15880,"Simon and Schuster"
15881,"Delta"
15882,""
15883,"Scholastic Paperbacks"
15884,"Washington Square Press"
15885,"Candlewick Press"
15886,"Zondervan"
15887,"Harper"
15888,"Bethany House"
15889,""
15890,"Lauren Blakely Books"
15891,"Knopf"
15892,"Penguin Classics"
15893,"Thomas Nelson"
15894,"Helping Hands Press"
15895,"Weidenfeld & Nicolson"
15896,"VIVA PSICOM Publishing Corp."
15897,"Harlequin Teen"
15898,""
15899,"Penguin"
15900,"Berkley"
15901,"Riverhead Books"
15902,""
15903,"Hachette Books"
15904,"Wendy Lamb Books"
15905,"Granta Books"
15906,"Tokyopop"
15907,"St. Martin's Griffin"
15908,"Pocket Star"
15909,"HarperCollins"
15910,"Tyndale House Publishers"
15911,"Berkley"
15912,"Vintage"
15913,"Vintage"
15914,"Egmont Books"
15915,"New Directions"
15916,"Scholastic, Inc."
15917,"HarperCollins Publishers"
15918,"HQN Books"
15919,"Tor Fantasy"
15920,"PublicAffairs"
15921,"Viking Adult"
15922,"Jove"
15923,"Editorial Planeta"
15924,"Tyndale House Publishers"
15925,"Clarion Books"
15926,"Puffin Books"
15927,"HMH Books for Young Readers"
15928,"Sourcebooks Casablanca"
15929,"Simon & Schuster Children's"
15930,"Simon and Schuster U.K."
15931,"Simon & Schuster"
15932,"ImaJinn Books"
15933,"Delacorte Books for Young Readers"
15934,"HarperTrophy"
15935,"Modern Library"
15936,"HarperTeen"
15937,"Pocket Books"
15938,"Hqn"
15939,"April Yayıncılık"
15940,"Simon Pulse"
15941,"Createspace"
15942,"Astiberri"
15943,"HarperCollins"
15944,"Livraria Figueirinha"
15945,"HarperCollins"
15946,"Delacorte Press"
15947,"الهيئة المصرية العامة للكتاب"
15948,"Longman Publishing Group"
15949,"Scribner"
15950,"Random House"
15951,"Hard Press"
15952,"HarperTorch"
15953,""
15954,"Forlaget Oktober AS"
15955,"HarperCollins"
15956,"L'Association"
15957,"Siruela"
15958,"Sourcebooks Jabberwocky"
15959,"Anchor"
15960,"Delacorte Press"
15961,"University of Chicago Press"
15962,"Farrar, Straus and Giroux"
15963,"Atria Books"
15964,"William Morrow"
15965,"Penguin Classics"
15966,"HarperOne"
15967,"Classic Books Library"
15968,"Bantam Spectra"
15969,"VIZ Media LLC"
15970,"Scholastic"
15971,"Image Comics"
15972,"Tor Fantasy"
15973,"Nation Books"
15974,"Penguin Classics"
15975,"Editura Cartex Serv"
15976,"Harcourt Brace Jovanovich"
15977,""
15978,"Scholastic Paperbacks"
15979,"DAW Fantasy"
15980,"Brava"
15981,"Simon & Schuster Childrens Books"
15982,"Penguin Books"
15983,"Penguin"
15984,"Multnomah Books"
15985,"Hodder Children's Books"
15986,"Harper Perennial"
15987,"Smashwords"
15988,""
15989,"Orion Publishing Group"
15990,"Ella Fox"
15991,"Ella Fox"
15992,"Signet"
15993,"Avon"
15994,"Berkley Books"
15995,"Kadokawa Shoten"
15996,"Grafički zavod Hrvatske"
15997,"Valknut Press"
15998,"Dial Press"
15999,"Espasa-Calpe"
16000,"William Morrow"
16001,"Grove Press"
16002,"NAL"
16003,"HarperCollins"
16004,"Aurora Rose Reynolds"
16005,"Aurora Rose Reynolds. ARR"
16006,""
16007,"Minotaur Books"
16008,"Seven Seas"
16009,"TokyoPop"
16010,"St. Martin's Press"
16011,"Berkley Sensation"
16012,"Harper Perennial"
16013,"Livre de Poche"
16014,"G.P. Putnam's Sons Books for Young Readers"
16015,"HarperCollins"
16016,"Silhouette Books"
16017,"Cambridge University Press"
16018,"Oxford University Press"
16019,"Tor Fantasy"
16020,"Bantam"
16021,"Amy Einhorn Books/Putnam"
16022,"Leisure Books"
16023,"St. Martin's Paperbacks"
16024,"Balzer + Bray"
16025,"Aladdin Paperbacks"
16026,"Bison Books"
16027,"Morgan Rice"
16028,"Little, Brown and Company"
16029,"Tor Books"
16030,""
16031,"Norstedts"
16032,"Filiquarian Publishing, LLC."
16033,"VIZ Media LLC"
16034,"Grand Central Publishing"
16035,"Knopf"
16036,"Meisha Merlin Publishing"
16037,"VIZ Media LLC"
16038,"HMH Books for Young Readers"
16039,"Avon Books"
16040,"Macmillan"
16041,"Mondadori"
16042,"Signet"
16043,"Bandit Publishing Company"
16044,"Classic Books Library"
16045,"Signet"
16046,"India Penguin"
16047,"Recorded Books LLC"
16048,"Gradiva Publicações"
